symbol,unique_domain_count,domain_list,total_raw_traits
LINC02987,5,"Hepatic_and_Renal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",54
LRP8,5,"Hepatic_and_Renal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",54
PAPPA2,5,"Anthropometric_and_Skeletal, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm, Immune_and_Autoimmune",54
PLIN4,5,"Anthropometric_and_Skeletal, Hematological, Hepatic_and_Renal, Neurological_and_Psychiatric, Metabolic_and_Lipid",54
RNU7-14P,5,"Neurological_and_Psychiatric, Cancer_and_Neoplasm, Metabolic_and_Lipid, Hematological, Anthropometric_and_Skeletal",54
SH3GL3,5,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cardiovascular",54
SLC2A6,5,"Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Immune_and_Autoimmune",54
SMIM23,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm",54
SRD5A2,5,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal, Metabolic_and_Lipid",54
TNFSF10,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hematological, Cancer_and_Neoplasm, Hepatic_and_Renal",54
ZDHHC14,5,"Hematological, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",54
ARG1,5,"Metabolic_and_Lipid, Hepatic_and_Renal, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",53
CDKN2B,5,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",53
CYP2C8,5,"Hepatic_and_Renal, Hematological, Immune_and_Autoimmune, Metabolic_and_Lipid, Neurological_and_Psychiatric",53
GAP43,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cardiovascular, Hepatic_and_Renal",53
GRID2,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Immune_and_Autoimmune, Anthropometric_and_Skeletal",53
LINC01571,5,"Anthropometric_and_Skeletal, Cardiovascular, Hepatic_and_Renal, Metabolic_and_Lipid, Hematological",53
PCGF3,5,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Metabolic_and_Lipid, Neurological_and_Psychiatric, Hematological",53
PPIAP9,5,"Immune_and_Autoimmune, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hematological",53
RN7SKP182,5,"Cancer_and_Neoplasm, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cardiovascular",53
RNU6ATAC,5,"Anthropometric_and_Skeletal, Hematological, Hepatic_and_Renal, Metabolic_and_Lipid, Cardiovascular",53
ST3GAL6,5,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Immune_and_Autoimmune",53
WNK2,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular, Hematological",53
XRCC6P1,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Hepatic_and_Renal, Immune_and_Autoimmune",53
ZRANB3,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hepatic_and_Renal, Hematological",53
ARL17A,5,"Anthropometric_and_Skeletal, Cardiovascular, Hematological, Neurological_and_Psychiatric, Immune_and_Autoimmune",52
CBLN4,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hepatic_and_Renal, Cancer_and_Neoplasm, Neurological_and_Psychiatric",52
GGNBP2,5,"Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal",52
LINC00343,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Cardiovascular, Anthropometric_and_Skeletal",52
NCAM1-AS2,5,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cardiovascular, Metabolic_and_Lipid",52
NIPAL1,5,"Hepatic_and_Renal, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Immune_and_Autoimmune",52
PIGL,5,"Immune_and_Autoimmune, Cardiovascular, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal",52
RBL2,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal, Metabolic_and_Lipid, Cardiovascular",52
RBM47,5,"Metabolic_and_Lipid, Cardiovascular, Hepatic_and_Renal, Immune_and_Autoimmune, Anthropometric_and_Skeletal",52
UBE3D,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cancer_and_Neoplasm",52
UNC119B,5,"Hematological, Hepatic_and_Renal, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid",52
UTRN,5,"Metabolic_and_Lipid, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cancer_and_Neoplasm",52
C1orf220,5,"Metabolic_and_Lipid, Cardiovascular, Hepatic_and_Renal, Anthropometric_and_Skeletal, Hematological",51
CNTN2,5,"Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal",51
CYP51A1P1,5,"Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal",51
EIF2AK4,5,"Hematological, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",51
FAAH,5,"Hematological, Immune_and_Autoimmune, Metabolic_and_Lipid, Hepatic_and_Renal, Neurological_and_Psychiatric",51
GAS7,5,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal, Hematological, Neurological_and_Psychiatric",51
GLB1,5,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal",51
HCN4,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Neurological_and_Psychiatric, Hepatic_and_Renal",51
LINC01048,5,"Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal",51
LINC01947,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Cardiovascular",51
LINC02627,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cardiovascular, Cancer_and_Neoplasm",51
PDE11A,5,"Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm",51
POLR2DP2,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm, Hepatic_and_Renal",51
RBM17,5,"Immune_and_Autoimmune, Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal",51
SIPA1L1,5,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",51
SLC9A2,5,"Immune_and_Autoimmune, Neurological_and_Psychiatric, Hematological, Hepatic_and_Renal, Anthropometric_and_Skeletal",51
STPG2,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",51
ZMIZ1-AS1,5,"Anthropometric_and_Skeletal, Hematological, Cancer_and_Neoplasm, Cardiovascular, Metabolic_and_Lipid",51
ZZEF1,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Hematological",51
BTC,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm, Hepatic_and_Renal",50
CPN2,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal, Neurological_and_Psychiatric",50
DNAH12,5,"Cancer_and_Neoplasm, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological",50
DUSP22,5,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cardiovascular, Cancer_and_Neoplasm, Metabolic_and_Lipid",50
E2F2,5,"Immune_and_Autoimmune, Hematological, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm",50
E2F7,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hematological, Metabolic_and_Lipid, Hepatic_and_Renal",50
EIF3EP2,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hepatic_and_Renal, Cancer_and_Neoplasm",50
EIF4E2P2,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cardiovascular, Hepatic_and_Renal",50
ELOVL6,5,"Metabolic_and_Lipid, Hepatic_and_Renal, Hematological, Anthropometric_and_Skeletal, Immune_and_Autoimmune",50
FAM227B,5,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Hepatic_and_Renal, Anthropometric_and_Skeletal, Immune_and_Autoimmune",50
ITSN1,5,"Hematological, Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric",50
NANOS2,5,"Hematological, Immune_and_Autoimmune, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",50
OPRK1,5,"Cardiovascular, Immune_and_Autoimmune, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",50
PIP5K1B,5,"Hepatic_and_Renal, Cardiovascular, Neurological_and_Psychiatric, Metabolic_and_Lipid, Hematological",50
PTCSC2,5,"Immune_and_Autoimmune, Cardiovascular, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Metabolic_and_Lipid",50
SLC20A2,5,"Cardiovascular, Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric, Hepatic_and_Renal",50
SLC7A5,5,"Hematological, Immune_and_Autoimmune, Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal",50
SNTG1,5,"Cardiovascular, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",50
ST3GAL1,5,"Hepatic_and_Renal, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Metabolic_and_Lipid, Anthropometric_and_Skeletal",50
TBX18,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Immune_and_Autoimmune",50
TIPARP-AS1,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular, Immune_and_Autoimmune",50
TLR1,5,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal",50
TMEM161B,5,"Hematological, Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric",50
TUSC1,5,"Cancer_and_Neoplasm, Neurological_and_Psychiatric, Metabolic_and_Lipid, Immune_and_Autoimmune, Anthropometric_and_Skeletal",50
ZFAND2A-DT,5,"Metabolic_and_Lipid, Hepatic_and_Renal, Cardiovascular, Anthropometric_and_Skeletal, Hematological",50
ACKR3,5,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Cardiovascular",49
ATG7,5,"Anthropometric_and_Skeletal, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm, Immune_and_Autoimmune",49
COL6A1,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Hepatic_and_Renal, Neurological_and_Psychiatric",49
CYP21A1P,5,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Hematological, Metabolic_and_Lipid",49
DSTNP5,5,"Metabolic_and_Lipid, Cardiovascular, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Neurological_and_Psychiatric",49
FGF9,5,"Cardiovascular, Metabolic_and_Lipid, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Hematological",49
FPGT-TNNI3K,5,"Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal",49
HACE1,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune, Cancer_and_Neoplasm",49
LINC02790,5,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular, Immune_and_Autoimmune, Anthropometric_and_Skeletal",49
LUC7L,5,"Hematological, Hepatic_and_Renal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",49
LZTS1,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Immune_and_Autoimmune",49
MARCO,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal, Hematological, Cancer_and_Neoplasm",49
NTRK2,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hepatic_and_Renal",49
PML,5,"Anthropometric_and_Skeletal, Hematological, Immune_and_Autoimmune, Metabolic_and_Lipid, Cancer_and_Neoplasm",49
POP7,5,"Hematological, Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",49
POU5F1B,5,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal, Metabolic_and_Lipid, Immune_and_Autoimmune",49
RNA5SP224,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hepatic_and_Renal, Cancer_and_Neoplasm, Hematological",49
RNA5SP455,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Hepatic_and_Renal",49
SFRP2,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric",49
SKAP2,5,"Metabolic_and_Lipid, Immune_and_Autoimmune, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Cardiovascular",49
SPOCK1,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cardiovascular, Cancer_and_Neoplasm",49
TGFA,5,"Neurological_and_Psychiatric, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular",49
TNFSF11,5,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm",49
USP15,5,"Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal",49
WLS,5,"Anthropometric_and_Skeletal, Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune",49
YWHAB,5,"Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric",49
ADH1C,5,"Metabolic_and_Lipid, Hematological, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",48
ARHGEF40,5,"Anthropometric_and_Skeletal, Hematological, Cardiovascular, Neurological_and_Psychiatric, Metabolic_and_Lipid",48
CABCOCO1,5,"Hepatic_and_Renal, Anthropometric_and_Skeletal, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm",48
CHD6,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm",48
DGKZ,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular",48
FOXK2,5,"Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric, Immune_and_Autoimmune, Metabolic_and_Lipid",48
GCG,5,"Immune_and_Autoimmune, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hepatic_and_Renal, Cancer_and_Neoplasm",48
HS3ST4,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Immune_and_Autoimmune",48
IQGAP1,5,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric",48
LINC00971,5,"Metabolic_and_Lipid, Immune_and_Autoimmune, Neurological_and_Psychiatric, Cardiovascular, Anthropometric_and_Skeletal",48
MIR4708,5,"Hematological, Hepatic_and_Renal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",48
MS4A4A,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Immune_and_Autoimmune, Cardiovascular, Metabolic_and_Lipid",48
NFKBIA,5,"Immune_and_Autoimmune, Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm",48
OPRM1,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Hepatic_and_Renal, Cancer_and_Neoplasm",48
PLAG1,5,"Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular",48
RPL17P45,5,"Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",48
RPS12P24,5,"Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal",48
SLC13A3,5,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune",48
SLC40A1,5,"Hematological, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal, Immune_and_Autoimmune",48
SUMO1P1,5,"Neurological_and_Psychiatric, Cancer_and_Neoplasm, Metabolic_and_Lipid, Hematological, Anthropometric_and_Skeletal",48
TSEN15,5,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Immune_and_Autoimmune",48
VWC2,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Immune_and_Autoimmune, Anthropometric_and_Skeletal",48
ALDH1L1-AS2,5,"Hematological, Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Cancer_and_Neoplasm",47
DOCK1,5,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Immune_and_Autoimmune",47
GTF2I-AS1,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Cardiovascular, Hepatic_and_Renal",47
IPO9-AS1,5,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",47
LINC01622,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm, Hepatic_and_Renal",47
MAP2,5,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Cancer_and_Neoplasm",47
MIR3201,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Hepatic_and_Renal, Immune_and_Autoimmune, Cancer_and_Neoplasm",47
MIR3667HG,5,"Metabolic_and_Lipid, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hematological",47
NLRP6,5,"Hematological, Hepatic_and_Renal, Immune_and_Autoimmune, Metabolic_and_Lipid, Anthropometric_and_Skeletal",47
PC,5,"Cancer_and_Neoplasm, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hematological",47
PRKAR1A,5,"Hepatic_and_Renal, Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological",47
RPGRIP1L,5,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cardiovascular, Hepatic_and_Renal",47
SLC25A21,5,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hematological, Cardiovascular, Metabolic_and_Lipid",47
SLC45A3,5,"Immune_and_Autoimmune, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological",47
STK24,5,"Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Immune_and_Autoimmune",47
THBS3-AS1,5,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm, Hematological",47
TMEM132B,5,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Immune_and_Autoimmune, Hepatic_and_Renal, Anthropometric_and_Skeletal",47
ATE1,5,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular, Neurological_and_Psychiatric",46
CNN2,5,"Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cardiovascular",46
COL11A2,5,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid",46
CTRB1,5,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular, Hepatic_and_Renal, Hematological",46
FRMD1,5,"Hematological, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm",46
GNGT1,5,"Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",46
ITGB3,5,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric",46
LINC00907,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Hematological, Immune_and_Autoimmune, Cancer_and_Neoplasm",46
LINC02628,5,"Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hematological",46
LINC02768,5,"Immune_and_Autoimmune, Hematological, Hepatic_and_Renal, Metabolic_and_Lipid, Cancer_and_Neoplasm",46
LONRF2,5,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",46
MTCL1,5,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Hepatic_and_Renal, Anthropometric_and_Skeletal",46
PALD1,5,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm",46
PRKCB,5,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal, Neurological_and_Psychiatric",46
RASSF6,5,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Metabolic_and_Lipid, Hepatic_and_Renal, Immune_and_Autoimmune",46
RN7SL766P,5,"Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological, Cancer_and_Neoplasm",46
RNU4-76P,5,"Anthropometric_and_Skeletal, Hematological, Immune_and_Autoimmune, Cardiovascular, Metabolic_and_Lipid",46
